top row,Structure,Chemical Name,Minimum % Purity,Catalog Number,Structural Formula,Formula Weight,Availability,Price USD 10mg,Price USD 100mg,Price USD 250mg,Price USD    1g,Price USD    5g,Price USD    20g,Price USD    50g
1701407919,,3-Bromo-5-trifluoromethyl-pyridin-2-ylamine,95,FS007606,C6H4BrF3N2,241.01138,In Stock,75,95,195,495,1995,3495,5592
1701407920,,1-(Thiophene-2-carbonyl)piperazine,95,FS008019,C9H12N2OS,196.27279,In Stock,75,95,145,295,995,2995,4792
1701407953,,(1-Phenylcyclopropyl)methanamine,95,FS007661,C10H13N,147.22181,In Stock,,,,395,995,3495,
1701407970,,2-Methoxy-benzenesulfonamide,95,FS007679,C7H9NO3S,187.21868,In Stock,,,,495,1995,4995,
1701407998,,"O-(2,2-Difluoroethyl)hydroxylamine hydrochloride",95,FS007707,C2H6ClF2NO,133.52602,In Stock,,,,995,3995,6995,
1701408025,,"4-Amino-5,6,7,8-tetrahydroisoquinoline",95,FS007735,C9H12N2,148.20939,In Stock,95,195,395,990,2995,,
1701408026,,1-Oxa-6-aza-spiro[2.5]octane-6-carboxylic acid tert-butyl ester,95,FS007736,C11H19NO3,213.27898,In Stock,75,195,295,495,1995,3495,
1701408033,,6-Bromoquinoline,95,FS007743,C9H6BrN,208.05887,In Stock,,,,95,315,915,1464
1701408035,,2-Amino-3-trifluoromethyl-benzoic acid,95,FS007745,C8H6F3NO2,205.13772,In Stock,,,95,150,515,1615,
1701408037,,2-Bromo-3-iodo-benzoic acid,95,FS007747,C7H4BrIO2,326.91713,In Stock,75,145,245,495,1495,3995,
1701408045,,"Trifluoromethylthio-3-(4,4,5,5-tetramethyl-[1,3,2]dioxaborolan-2-yl)-benzene",95,FS007755,C13H16BF3O2S,304.14147,In Stock,95,245,495,890,3995,6995,
1701408061,,N-Boc-trans-4-cyano-L-proline methyl ester,98,FS007895,C12H18N2O4,254.28826,In Stock,,,,895,2495,,
1701408083,,"1,6-Dioxaspiro[2.5]octane",93,FS007874,C6H10O2,114.1454,In Stock,,,595,890,2995,4995,
1701408090,,"3-Pyrazol-1-yl-azetidine-1-carboxylic acid tert-butyl ester",95,FS007867,C11H17N3O2,223.27704,In Stock,95,195,395,890,,,
1701408114,,"1-(4-Bromo-phenyl)-1,3-dihydro-imidazol-2-one",95,FS005073,C9H7BrN2O,239.07294,In Stock,95,195,295,495,1995,5995,
1701408119,,3-Bromo-6-fluoro-2-methoxyphenol,95,FS007917,C7H6BrFO2,221.02707,In Stock,95,290,490,1495,3295,6495,
1701408125,,"3-Bromo-2,6-difluorophenol",95,FS007916,C6H3BrF2O,208.99101,In Stock,,,,995,2995,5995,
1701408126,,3-Bromo-5-fluoro-2-methoxyphenol,95,FS007923,C7H6BrFO2,221.02707,In Stock,95,195,495,1290,4495,8995,
1701408136,,3-Fluoro-5-methoxy-phenol,95,FS007935,C7H7FO2,142.13104,In Stock,,,,895,2495,5995,
1701408142,,3-Hydroxy-5-methyl-pyridazine,95,FS007939,C5H6N2O,110.11637,In Stock,75,95,195,495,1795,2995,
1701408147,,"3-Vinyl-azetidine-1-carboxylic acid tert-butyl ester",95,FS007944,C10H17NO2,183.25249,In Stock,,,495,990,1995,,
1701408178,,"(2-Bromophenyl)(2,2-difluoroethyl)sulfane",95,FS007972,C8H7BrF2S,253.10979,In Stock,,,295,495,1995,4995,
1701408185,,"7-Bromoimidazo[1,2-a]pyridine",97,FS008995,C7H5BrN2,197.0353,In Stock,,,195,495,1995,4995,
1701408202,,"2,2-Difluoro-2H,5H,6H,7H-[1,3]dioxolo[4,5-f]indole-6,7-dione",95,FS007995,C9H3F2NO4,227.12536,In Stock,,,795,2495,,,
1701408255,,(4-Fluorophenyl)(isothiazol-5-yl)methanol,95,FS008765,C10H8FNOS,209.24376,In Stock,,,,1995,4995,,
1701408256,,7-Azaisatin,95,FS008766,C7H4N2O2,148.12213,In Stock,95,195,495,995,4495,7495,
1701408260,,O-(2-Fluoroethyl)hydroxylamine hydrochloride,95,FS008770,C2H7ClFNO,115.53559,In Stock,195,295,495,950,3995,8995,
1701408261,,"O-(2,2,2-Trifluoroethyl)hydroxylamine hydrochloride",93,FS008771,C2H5ClF3NO,151.51645,In Stock,95,245,595,895,3995,6995,
1701408284,,"tert-butyl 1-Boc-4-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)-1,2,3,6-tetrahydropyridine",97,FS008794,C16H28BNO4,309.21686,In Stock,,75,95,195,695,1995,
1701408287,,4-Bromo-7-methoxyisatin,95,FS008797,C9H6BrNO3,256.05707,In Stock,,,,895,2495,5995,
1701408288,,Mozavaptan Hydrochloride,98,FS008798,C27H30ClN3O2,464.01205,In Stock,95,295,495,995,3995,8995,
1701408289,,"4,4,5,5-Tetramethyl-2-(1,4-dioxaspiro[4.5]dec-7-en-7-yl)-1,3,2-dioxaborolane",95,FS008799,C14H23BO4,266.14801,In Stock,75,95,195,495,1995,4995,
1701408299,,3-Fluoroazetidine Hydrochloride,95,FS008809,C3H7ClFN,111.54734,In Stock,195,295,595,995,2995,6995,
1701408300,,"3,3-Difluorocyclobutane-1-carboxylic acid",95,FS008808,C5H6F2O2,136.09917,In Stock,195,295,695,1495,2995,6995,
1701408301,,"5-(4,4,5,5-Tetramethyl-1,3,2-dioxaborolan-2-yl)isothiazole",95,FS008807,C9H14BNO2S,211.09243,In Stock,,,850,1495,2990,,
1701408307,,2-(Pyridin-3-yl)propan-2-ol,95,FS008817,C8H11NO,137.18297,In Stock,,,,495,1995,2995,
1701408333,,"3,3-Difluoroazetidine hydrochloride",95,FS007896,C3H6ClF2N,129.53777,In Stock,,,,195,950,,
1701408338,,Isothiazole-5-carboxyaldehyde,95,FS008848,C4H3NOS,113.13861,In Stock,,,495,995,2995,3995,
1701408371,,5-Iodo-3-methyl-isothiazole,95,FS008880,C4H4INS,225.05158,In Stock,95,195,395,895,2495,,
1701408384,,Mycophenolate sodium,98,FS008893,C17H19NaO6,342.32718,In Stock,95,245,495,900,,,
1701408385,,"4-(4-Fluoro-phenyl)-1,3-dihydro-imidazol-2-one",95,FS005074,C9H7FN2O,178.16734,In Stock,75,145,245,495,1995,3995,
1701408387,,"1,3,4,5,6,7-Hexahydro-benzoimidazol-2-one",95,FS005075,C7H10N2O,138.17055,In Stock,75,95,195,495,2295,4495,
1701408390,,Cyclosporin A,98,FS200049,C62H111N11O12,1202.64247,In Stock,95,295,495,,,,
1701408391,,5-Bromo-2-ethynylpyridine,95,FS008895,C7H4BrN,182.02063,In Stock,,,295,495,1995,4995,
1701408409,,"2-(3-Bromopropoxy)isoindoline-1,3-dione",95,FS008911,C11H10BrNO3,284.11125,In Stock,90,190,390,850,1995,2995,
1701408420,,"4,5,6,7-Tetrahydrobenzo[d][1,2,3]thiadiazole",95,FS008925,C6H8N2S,140.20806,In Stock,,,,995,3495,4995,
1701408453,,"4-(4,4,5,5-Tetramethyl-1,3,2-dioxaborolan-2-yl)thiazole",95,FS008996,C9H14BNO2S,211.09243,In Stock,,,995,1695,4995,,
1701408454,,2-Trifluoromethyl-pyridine-4-boronic acid,95,FS008958,C6H5BF3NO2,190.91845,In Stock,,,495,895,1995,3990,
1701408472,,"1,2-Bis(2-iodophenyl)disulfane",95,FS008980,C12H8I2S2,470.13436,In Stock,,95,195,295,995,3995,
1701408519,,"1,3,5-Trimethyl-1H-pyrazole-4-boronic acid, hydrochloride",95,FS009501,C6H12BClN2O2,190.43874,In Stock,,,,995,1995,4995,
1701408521,,"3,5-Dimethylpyrazole-4-boronic acid hydrochloride",95,FS009502,C5H10BClN2O2,176.41165,In Stock,,,,895,2254,5644,
1701408526,,Darifenacin HBr,95,FS200004,C28H31BrN2O2,507.47547,In Stock,395,,,895,1995,2995,
1701408529,,Erlotinib HCl,95,FS200007,C22H24ClN3O4,429.90728,In Stock,95,,,,,,
1701408541,,Zoledronic acid disodium,98,FS200018,C5H8N2Na2O7P2,316.05591,In Stock,135,395,,,,,
1701408546,,Vildagliptin,99,FS200054,C17H25N3O2,303.4077,In Stock,95,135,295,495,995,1995,
1701408548,,KHELLIN,95,FS200061,C14H12O5,260.24874,In Stock,195,395,495,795,,,
1701408549,,APREPITANT,97,FS200062,C23H21F7N4O3,534.43762,In Stock,195,995,,,,,
1701408551,,GLYCYRRHIZIC ACID,75,FS200064,C42H62O16,822.95284,In Stock,,,,995,,,
1701408552,,FLUTRIMAZOLE,99,FS200065,C22H16F2N2,346.38302,In Stock,145,295,595,1095,,,
1701408553,,MILDRONATE,97,FS200066,C6H14N2O2,146.19068,In Stock,95,195,495,,,,
1701408554,,BEXAROTENE,98,FS200067,C24H28O2,348.48956,In Stock,295,995,1995,,,,
1701408555,,beta-Estradiol,97,FS200069,C18H24O2,272.39078,In Stock,75,95,,,,,
1701408556,,Nicergoline,97,FS200070,C24H26BrN3O3,484.39712,In Stock,145,295,595,,,,
1701408557,,CINACALCET HYDROCHLORIDE,99,FS200068,C22H23ClF3N,393.88351,In Stock,295,995,1995,,,,
1701408568,,"1-Bromo-2-(2,2-difluoroethylsulfinyl)benzene",95,FS008023,C8H7BrF2OS,269.10919,In Stock,75,95,195,495,1995,4995,
1701408570,,1-Bromo-3-methyl-5-trifluoromethyl-benzene,95,FS000355,C8H6BrF3,239.03622,In Stock,,,,195,595,1495,
1701408574,,Fasudil dihydrochloride hydrate,98,FS200081,C14H21Cl2N3O3S,382.31177,In Stock,95,295,395,895,3495,,
1701408575,,Catechinic acid,90,FS009005,C15H14O6,290.27523,In Stock,95,195,495,995,2995,,
1701408583,,Methyl 6-(trifluoromethyl)nicotinate,95,FS009012,C8H6F3NO2,205.13772,In Stock,75,125,245,495,1595,2995,
1701408589,,1-Azetidin-1-yl-ethanone,95,FS009302,C5H9NO,99.13358,In Stock,,,,,2995,5995,
1701408590,,4-{N-[(4-Methoxy-phenyl)-diphenyl-methyl]aminooxy}-butyric acid,95,FS009303,C24H25NO4,391.47115,In Stock,,,,495,1995,4995,
1701408603,,3-Iodo-4-(trifluoromethyl)pyridine,95,FS009100,C6H3F3IN,272.99711,In Stock,,,295,495,1995,4995,
1701408615,,Isocyanatocyclopropane,95,FS009035,C4H5NO,83.09055,In Stock,,,195,395,1895,2995,
1701408643,,4-(3-Bromo-benzenesulfonyl)-piperazine-1-carboxylic acid tert-butyl ester,95,FS009400,C15H21BrN2O4S,405.31362,In Stock,95,195,395,895,,,
1701408644,,"(S)-2-Amino-1-azetidin-1-yl-3-phenyl-propan-1-one; hydrochloride",95,FS009305,C12H17ClN2O,240.73509,In Stock,,195,395,,,,
1701408650,,"2-(4-Difluoromethoxy-3-fluoro-phenyl)-4,4,5,5-tetramethyl-[1,3,2]dioxaborolane",90,FS009307,C13H16BF3O3,288.07687,In Stock,95,195,295,495,2395,5995,
1701408653,,"(R)-2-Amino-1-azetidin-1-yl-3-(2-bromo-phenyl)-propan-1-one hydrochloride",95,FS009308,C12H16BrClN2O,319.63112,In Stock,95,295,495,895,3495,,
1701408654,,3-Isothiazol-5-yl-benzoic acid,95,FS009309,C10H7NO2S,205.23679,In Stock,95,295,595,995,,,
1701408681,,2-(2-Amino-6-bromo-3-methoxyphenyl)acetohydrazide,95,FS009150,C9H12BrN3O2,274.11889,In Stock,95,195,395,895,,,
1701408691,,O-(2-Methoxy-ethyl)-hydroxylamine,95,FS009086,C3H9NO2,91.11068,In Stock,,,,495,995,2995,
1701408694,,[(E)-Benzyloxyimino]-acetic acid,95,FS009310,C9H9NO3,179.17698,In Stock,75,95,145,295,995,,
1701408695,,Methoxyimino-acetic acid,95,FS009311,C3H5NO3,103.0782,In Stock,,,95,295,995,2995,
1701408696,,"1-Azetidin-1-yl-2-piperazin-1-yl-ethanone; hydrochloride",95,FS009312,C9H18ClN3O,219.71631,In Stock,95,295,495,895,,,
1701408704,,6-Bromo-indolizine-2-carboxylic acid methyl ester,90,FS009508,C10H8BrNO2,254.08476,In Stock,,,,895,2995,6995,
1701408711,,"6-Bromo-imidazo[1,2-a]pyrimidine-2-carboxylic acid",95,FS009313,C7H4BrN3O2,242.03283,In Stock,95,195,395,995,,,
1701408714,,4-Bromo-2-(imidazol-1-yl)-pyridine,95,FS009136,C8H6BrN3,224.06112,In Stock,,,595,995,2495,4995,
1701408733,,RAPAMYCIN,97,FS200096,C51H79NO13,914.19718,In Stock,195,295,595,995,3995,,
1701408754,,"O-(4,4,4-Trifluoro-butyl)-hydroxylamine",95,FS009314,C4H8F3NO,143.10966,In Stock,,,395,895,1995,4995,
1701408769,,Prop-2-ynyl-hydroxylamine; hydrochloride,95,FS009713,C3H6ClNO,107.54037,In Stock,95,145,295,495,1995,,
1701408776,,"tert-Butyl 2,6-diazaspiro[3.4]octane-6-carboxylate",95,FS009187,C11H20N2O2,212.29425,In Stock,,,695,1495,2995,,
1701408780,,"tert-Butyl 2,8-diazaspiro[4.5]decane-2-carboxylate",95,FS009191,C13H24N2O2,240.34843,In Stock,,,995,1995,,,
1701408787,,3-Methylene-cyclobutane-1-carbonitrile,95,FS009179,C6H7N,93.12939,In Stock,,,,95,165,415,664
1701408791,,2-(3-Bromo-phenyl)-2-methyl-oxetane,95,FS001231,C10H11BrO,227.10257,In Stock,,,,,2450,4900,
1701408793,,3-Piperazin-1-yl-pyridazine dihydrochloride,95,FS001234,C8H14Cl2N4,237.13358,In Stock,,,,795,2450,3950,
1701408796,,2-Pyridin-2-yl-propan-2-ol,95,FS001241,C8H11NO,137.18297,In Stock,75,95,195,495,1995,6495,
1701408798,,"4,5,6,7-Tetrahydro-1H-benzoimidazole",95,FS001256,C7H10N2,122.17115,In Stock,95,245,495,1195,3995,7995,
1701408801,,"Thiomorpholine 1,1-dioxide",95,FS001260,C4H9NO2S,135.18583,In Stock,,,,395,995,2495,
1701408802,,"6-Bromo-pyrazolo[1,5-a]pyrimidine-3-carbonitrile",95,FS001262,C7H3BrN4,223.03276,In Stock,95,295,495,895,2995,4995,
1701408809,,N-Boc-(2-Ethoxycarbonyl-vinyl)-piperidine),95,FS000279,C15H25NO4,283.3708,In Stock,,,595,1195,2995,4995,
1701408811,,O-Cyclohexylmethyl-hydroxylamine,95,FS000886,C7H15NO,129.2037,In Stock,,,195,495,1495,4995,
1701408815,,"4-Methoxy-benzyloxyimino]-acetic acid",95,FS009319,C10H11NO4,209.20347,In Stock,,,195,495,1995,4995,
1701408837,,"5-Bromo-7-methyl-1H-indole-2,3-dione",95,FS009337,C9H6BrNO2,240.05767,In Stock,,220,559,895,3384,,
1701408838,,"5-Bromo-7-methyl-1H-indole-2,3-dione 3-[O-(2,2-difluoro-ethyl)-oxime]",95,FS009338,C11H9BrF2N2O2,319.10738,In Stock,495,1995,,,,,
1701408839,,"5-Bromo-7-methyl-1H-indole-2,3-dione 3-(O-cyclobutyl-oxime)",95,FS009339,C13H13BrN2O2,309.16476,In Stock,495,1995,,,,,
1701408841,,"4-[4-Bromo-7-methoxy-2-oxo-1,2-dihydro-indol-(3Z)-ylideneaminooxy]-butyric acid",95,FS040000,C13H13BrN2O5,357.16296,In Stock,495,995,1995,,,,
1701408842,,"4-[2,2-Difluoro-6-oxo-5,6-dihydro-[1,3]dioxolo[4,5-f]indol-(7)-ylideneaminooxy]-butyric acid",95,FS040001,C13H10F2N2O6,328.23125,In Stock,495,995,1995,,,,
1701408864,,4-bromo-3-(cyclohexylmethoxyimino)-7-methoxyindolin-2-one,95,FS040020,C16H19BrN2O3,367.24543,In Stock,495,995,1995,,,,
1701408874,,"6-Ethyl-1H-indole-2,3-dione 3-(O-cyclohexylmethyl-oxime)",95,FS040030,C17H22N2O2,286.37709,In Stock,495,995,1995,,,,
1701408878,,"6-Chloro-7-methyl-1H-indole-2,3-dione 3-(O-cyclohexylmethyl-oxime)",95,FS040033,C16H19ClN2O2,306.79503,In Stock,495,995,1995,,,,
1701408879,,"4-Ethynyl-2,6-dimethyl-pyridine",95,FS009345,C9H9N,131.17878,In Stock,,,595,895,,,
1701408880,,"6-Chloro-7-methyl-1H-indole-2,3-dione 3-(O-cyclobutyl-oxime)",95,FS040034,C13H13ClN2O2,264.71376,In Stock,495,995,1995,,,,
1701408881,,"6-Ethyl-1H-indole-2,3-dione 3-(O-cyclobutyl-oxime)",95,FS040035,C14H16N2O2,244.29582,In Stock,495,995,1995,,,,
1701408883,,ChlorprothixeneÿHydrochloride,97,FS200179,C18H19Cl2NS,352.32883,In Stock,,,195,245,,,
1701408911,,4-Ethyl-3-nitro-pyridine,95,FS009347,C7H8N2O2,152.15401,In Stock,,,395,895,2995,,
1701408928,,"3,4-Bis-difluoromethoxy-benzaldehyde O-(2,2,2-trifluoro-ethyl)-oxime",95,FS040038,C11H8F7NO3,335.18011,In Stock,495,995,1995,,,,
1701408929,,"6-Ethyl-1H-indole-2,3-dione 3-[O-(2,2,2-trifluoro-ethyl)-oxime]",95,FS040039,C12H11F3N2O2,272.22887,In Stock,495,995,1995,,,,
1701409021,,Oxetan-3-one,95,FS009202,C3H4O2,72.06413,In Stock,,,195,395,995,3490,
1701409024,,"3-(2,5-Dimethyl-phenyl)-1-phenyl-1H-pyrazole-4-carbaldehyde O-(2,2,2-trifluoro-ethyl)-oxime",95,FS040600,C20H18F3N3O,373.38116,In Stock,495,995,1995,,,,
1701409025,,"3-([1,3]Dioxolan-2-ylmethoxy)-benzaldehyde O-(2,2,2-trifluoro-ethyl)-oxime",95,FS040601,C13H14F3NO4,305.25603,In Stock,495,995,1995,,,,
1701409030,,1-METHYL-3-IODOPYRAZOLE,95,FS001820,C4H5IN2,208.00225,In Stock,,95,195,395,1495,2995,
1701409038,,"3,4-Bis-difluoromethoxy-benzaldehyde O-cyclobutyl-oxime",95,FS040602,C13H13F4NO3,307.24706,In Stock,495,995,1995,,,,
1701409050,,1-ETHYL-3-IODO PYRAZOLE,95,FS001821,C5H7IN2,222.02934,In Stock,,,195,395,1495,2995,
1701409101,,"3-(3-Bromo-phenyl)-cyclobutanone O-cyclobutyl-oxime",95,FS040036,C14H16BrNO,294.19372,In Stock,495,995,1995,,,,
1701409111,,"7-Bromo-3,4-dihydro-2H-benzo[b]oxepin-5-one O-cyclobutyl-oxime",95,FS040222,C14H16BrNO2,310.19312,In Stock,495,995,1995,,,,
1701409116,,"3-{1-[(E)-2,2-Difluoro-ethoxyimino]-ethyl}-benzoic acid methyl ester",95,FS040603,C12H13F2NO3,257.23911,In Stock,495,995,1995,,,,
1701409117,,2-Bromo-N-cyclopropyl-acetamide,95,FS009356,C5H8BrNO,178.02961,In Stock,,,195,495,1995,,
1701409132,,"(trans)-4-Aminomethyl-cyclohexanecarboxylic acid (5-chloro-pyridin-2-yl)-amide; dihydrochloride",95,FS040237,C13H20Cl3N3O,340.68285,In Stock,995,,,,,,
1701409133,,"(trans)-4-Aminomethyl-cyclohexanecarboxylic acid pyridin-3-ylamide; dihydrochloride",95,FS040238,C13H21Cl2N3O,306.23782,In Stock,495,,,,,,
1701409135,,"(trans)-4-Aminomethyl-cyclohexanecarboxylic acid (4-methyl-thiazol-2-yl)-amide; hydrochloride",95,FS040240,C12H20ClN3OS,289.8297,In Stock,495,,,,,,
1701409136,,"(trans)-4-Aminomethyl-cyclohexanecarboxylic acid (5-methyl-thiazol-2-yl)-amide; hydrochloride",95,FS040241,C12H20ClN3OS,289.8297,In Stock,495,,,,,,
1701409137,,"(trans)-4-Aminomethyl-cyclohexanecarboxylic acid (4-morpholin-4-ylmethyl-phenyl)-amide; dihydrochloride",90,FS040242,C19H31Cl2N3O2,404.38382,In Stock,495,,,,,,
1701409138,,"(trans)-4-Aminomethyl-cyclohexanecarboxylic acid (pyridin-3-ylmethyl)-amide; dihydrochloride",90,FS040243,C14H23Cl2N3O,320.26491,In Stock,495,,,,,,
1701409140,,"(trans)-4-Aminomethyl-cyclohexanecarboxylic acid thiazol-2-ylamide; hydrochloride",90,FS040245,C11H18ClN3OS,275.80261,In Stock,495,,,,,,
1701409141,,"(trans)-4-Aminomethyl-cyclohexanecarboxylic acid (4-[1,2,4]triazol-1-ylmethyl-phenyl)-amide; hydrochloride",90,FS040246,C17H24ClN5O,349.86673,In Stock,495,,,,,,
1701409145,,"(E)-7-Bromo-3,4-dihydrobenzo[b]oxepin-5(2H)-one O-2,2,2-trifluoroethyl oxime",95,FS040605,C12H11BrF3NO2,338.12617,In Stock,495,995,1995,,,,
1701409148,,"(S)-2-Iodomethyl-pyrrolidine-1-carboxylic acid tert-butyl ester",97,FS009802,C10H18INO2,311.16486,In Stock,,,395,995,1995,3995,
1701409149,,"7-(4,4,5,5-Tetramethyl-[1,3,2]dioxaborolan-2-yl)-3,4-dihydro-2H-benzo[b]oxepin-5-one",95,FS009357,C16H21BO4,288.15437,In Stock,75,95,195,495,1995,,
1701409150,,5-Bromo-2-((trimethylsilyl)ethynyl)pyridine,95,FS009358,C10H12BrNSi,254.20384,In Stock,,,295,495,1995,3995,
1701409155,,"2-Bromo-N-(2,2-diethoxy-ethyl)-acetamide",95,FS009753,C8H16BrNO3,254.12562,In Stock,,,195,495,1995,,
1701409163,,Ethyl 1-(2-bromoacetyl)piperidine-4-carboxylate,95,FS009745,C10H16BrNO3,278.14792,In Stock,,,195,295,695,1995,
1701409173,,5-Vinyl-pyrrolidin-2-one,97,FS009804,C6H9NO,111.14473,In Stock,,,95,195,495,,
1701409187,,"[4-(1H-Indol-5-ylcarbamoyl)-cyclohexylmethyl]-carbamic acid tert-butyl ester",95,FS040248,C21H29N3O3,371.48358,In Stock,495,,,,,,
1701409214,,"[4-(1H-Benzoimidazol-2-ylcarbamoyl)-cyclohexylmethyl]-carbamic acid tert-butyl ester",95,FS040599,C20H28N4O3,372.47116,In Stock,495,,,,,,
1701409215,,"[(2-Bromo-4-methyl-phenyl)-difluoro-methyl]-phosphonic acid diethyl ester",95,FS009373,C12H16BrF2O3P,357.13412,In Stock,,,395,895,1995,4995,
1701409242,,3-Methylenecyclobutanecarboxylic acid,95,FS009925,C6H8O2,112.12946,In Stock,,,,495,995,1995,
1701409244,,3-Oxocyclobutanecarbonitrile,95,FS009927,C5H5NO,95.1017,In Stock,75,95,195,495,1995,2995,
1701409245,,"3,3-Difluorocyclobutanecarbonitrile",95,FS009928,C5H5F2N,117.0991,In Stock,,,495,995,1995,4995,
1701409261,,"8-Bromopyrido[3,4-b]pyrazine-2,3(1H,4H)-dione",95,FS009944,C7H4BrN3O2,242.03283,In Stock,95,195,495,895,2995,5995,
1701409264,,3-Fluoro-piperidin-4-one hydrochloride,95,FS009180,C5H9ClFNO,153.58498,In Stock,95,245,495,895,2490,,
1701409265,,"1-(2,2,2-trifluoro-ethoxy)-benzene-3-boronic acid",95,FS009361,C8H8BF3O3,219.95736,In Stock,95,195,395,995,2495,4995,
1701409268,,4-Methylpyridazine,95,FS009182,C5H6N2,94.11697,In Stock,,,,395,995,1995,3192
1701409292,,"4-Aza-tricyclo[5.2.1.0 2,6]dec-8-ene-3,5-dione",95,FS009364,C9H9NO2,163.17758,In Stock,,,95,115,415,1315,
1701409294,,"1-(2-Pyridazin-4-yl-acetyl)-piperidin-4-yl]-acetic acid",95,FS009366,C13H17N3O3,263.29874,In Stock,495,,,,,,
1701409307,,"[1,2]Oxazepane-2-carboxylic acid benzyl ester",95,FS009374,C13H17NO3,235.28534,In Stock,,,,1495,3995,9900,
1701409308,,"4-Aza-tricyclo[5.2.1.0 2,6]decane-3-one",95,FS009375,C9H13NO,151.21006,In Stock,95,195,495,1495,4995,,
1701409310,,"4-Aza-tricyclo[5.2.1.0 2,6]decane-3,5-dione",95,FS009983,C9H11NO2,165.19352,In Stock,,75,95,195,695,1995,
1701409313,,"1-(3-Bromo-benzenesulfonyl)-azetidine",95,FS009376,C9H10BrNO2S,276.15355,In Stock,95,195,495,1295,,,
1701409323,,"1-Azetidin-1-yl-2-(3-bromo-phenoxy)-ethanone",95,FS009377,C11H12BrNO2,270.12779,In Stock,295,,,,,,
1701409324,,"3-Allyloxy-azetidine-1-carboxylic acid tert-butyl ester",95,FS009378,C11H19NO3,213.27898,In Stock,75,95,195,495,1995,,
1701409335,,"3-Ethoxycarbonylmethoxy-azetidine-1-carboxylic acid tert-butyl ester",95,FS010404,C12H21NO5,259.30487,In Stock,75,95,195,495,1995,,
1701409336,,"2-(3-Nitro-2-fluoro-phenyl)-4,4,5,5-tetramethyl-[1,3,2]dioxaborolane",95,FS009379,C12H15BFNO4,267.06705,In Stock,75,95,195,495,,,
1701409337,,3-Aminomethyl-oxetane,95,FS010000,C4H9NO,87.12243,In Stock,,,995,1995,4395,12900,
1701409342,,3-Methylsulfonyl-azetidine,95,FS010004,C4H9NO2S,135.18583,In Stock,,,,995,2495,4995,
1701409344,,tert-Butyl 3-(5-bromopentyloxy)azetidine-1-carboxylate,95,FS009380,C13H24BrNO3,322.24513,In Stock,,75,195,495,1495,2995,
1701409351,,Ethyl 4-(chlorosulfonyl)butanoate,95,FS010012,C6H11ClO4S,214.66917,In Stock,,,,995,1995,4995,
1701409388,,Oxetan-3-ylidene-acetonitrile,95,FS010107,C5H5NO,95.1017,In Stock,75,95,195,495,1995,5995,
1701409398,,1-(3-Bromo-2-fluorophenyl)ethanol,,FS010040,C8H8BrFO,219.05476,In Stock,,,195,495,995,1995,
1701409411,,2-(3-phenylboronic acid)-2-methyl-oxetane,95,FS009384,C10H13BO3,192.02431,In Stock,75,95,195,495,1995,6850,
1701409412,,2-Fluoro-3-methylphenylboronic acid,95,FS009385,C7H8BFO2,153.95001,In Stock,75,95,195,495,1995,,
1701409419,,"3-Oxiranylmethoxy-azetidine-1-carboxylic acid tert-butyl ester",95,FS009386,C11H19NO4,229.27838,In Stock,75,95,195,495,1995,2995,
1701409420,,"3-(3-Bromo-pyridin-2-yloxy)-azetidine-1-carboxylic acid tert-butyl ester",95,FS009387,C13H17BrN2O3,329.19604,In Stock,75,95,195,495,1995,2995,
1701409421,,"3-(3-Fluoro-5-trifluoromethyl-pyridin-2-yloxy)-azetidine-1-carboxylic acid tert-butyl ester",95,FS009388,C14H16F4N2O3,336.28882,In Stock,75,95,195,495,1995,,
1701409422,,"tert-Butyl 2,7-diazaspiro[3.5]nonane-7-carboxylate oxalate",95,FS010203,C14H24N2O6,316.35718,In Stock,95,295,495,1195,1950,4995,
1701409425,,"2-(tert-Butoxycarbonyl)-2,7-diazaspiro[3.5]nonane oxalate",95,FS010206,C14H24N2O6,316.35718,In Stock,,295,495,1350,1950,4995,
1701409432,,3-(Allyloxymethyl)-3-methyloxetane,95,FS010213,C8H14O2,142.19958,In Stock,,,295,495,1250,3995,
1701409433,,Ethyl 2-((3-methyloxetan-3-yl)methoxy)acetate,95,FS010214,C9H16O4,188.22547,In Stock,95,295,495,795,1995,3995,
1701409438,,3-Methyl-oxetane-3-carbaldehyde,90,FS010116,C5H8O2,100.11831,In Stock,,,,1695,2990,,
1701409440,,(E)-Ethyl 3-(3-methyloxetan-3-yl)acrylate,95,FS010118,C9H14O3,170.21013,In Stock,,,,995,3495,,
1701409475,,"(3-Fluoro-5-trifluoromethyl-pyridin-2-yl)-prop-2-ynyl-amine",95,FS010218,C9H6F4N2,218.15517,In Stock,95,195,295,495,1995,,
1701409484,,"3-Methylene-cyclobutanecarboxylic acid prop-2-ynylamide",95,FS009393,C9H11NO,149.19412,In Stock,95,195,295,495,1995,,
1701409488,,"3-Methylene-cyclobutanecarboxylic acid methoxy-methyl-amide",95,FS010146,C8H13NO2,155.19831,In Stock,,,,995,,,
1701409490,,"2-[(E)-Benzyloxyimino]-N-prop-2-ynyl-acetamide",95,FS010148,C12H12N2O2,216.24164,In Stock,,,,995,,,
1701409495,,"2-(2-Bromo-3-fluoro-phenyl)-N-methoxy-N-methyl-acetamide",95,FS009395,C10H11BrFNO2,276.10707,In Stock,,,,895,2995,4995,
